2017-09-01_16:35:23('Task started, migrate_statement=', "SELECT page_title, platform FROM [Karma].[dbo].[KnownPages] where page_title like LOWER('bug%') and platform != 'xWiki'", 'title_like=', 'None')
2017-09-01_16:48:57(('SUCCESS: Page', '"Bug 54805 - Unable to log in to EM with "Timeout expired. The timeout period elapsed prior to completion of the operation or the server is not responding."" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '657/1380')
2017-09-01_16:48:57(('SUCCESS: Page', '"Bug 44766 - RestAPI stops working when the number of requests exceeds 100" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '658/1380')
2017-09-01_16:48:58(('SUCCESS: Page', '"Bug 101759 - We cannot find storage snapshot on the proxy cause of no LUN ID" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '659/1380')
2017-09-01_16:48:59(('SUCCESS: Page', '"Bug 95060 - In DirectNFS mode agent cannot read data if preread queue length is 0" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '660/1380')
2017-09-01_16:48:59(('SUCCESS: Page', '"Bug 38868 - Surebackup job progress always shows in GUI \'Status = 0% completed\'" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '661/1380')
2017-09-01_16:49:01(('SUCCESS: Page', '"Bug 75818 - SureBackup and IR job fail after upgrade to vSphere build 3825889" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '662/1380')
2017-09-01_16:49:02(('SUCCESS: Page', '"Bug 67746 - Impossible to find the menu option \'manage volumes\' in the Backup Infrastructure section of the B%26R server if we are using SCVMM" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '663/1380')
2017-09-01_16:49:03(('SUCCESS: Page', '"Bug 94780 - impossible to start IR; wizard is getting stuck on "Destination" page; all controls are disabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '664/1380')
2017-09-01_16:49:04(('SUCCESS: Page', '"Bug 78987 - Resources for increments are not preserved, if tape job with paralleling enabled uses different media pools for fulls and increments" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '665/1380')
2017-09-01_16:49:05(('SUCCESS: Page', '"Bug 73704 - GFS tape job eject the tape after the first task" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '666/1380')
2017-09-01_16:49:05(('SUCCESS: Page', '"Bug 107337 - Replication jobs fail with the error "Incompatible VM profile specified"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '667/1380')
2017-09-01_16:49:06(('SUCCESS: Page', '"Bug 84097 - Under some circumstances the GFS tape job can write 2 VBKs instead of 1 on 1 gfs day" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '668/1380')
2017-09-01_16:49:07(('SUCCESS: Page', '"Bug 98338 - Deleting backups from cloud repository doesn\'t release tenant\'s quota" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '669/1380')
2017-09-01_16:49:07(('SUCCESS: Page', '"Bug 94857 - In menu Restore - VMware - Other OS cloud backups are available for use" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '670/1380')
2017-09-01_16:49:10(('SUCCESS: Page', '"Bug 69082 - Backup Job fails with: "Out of the array bound. Index of the requested array element"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '671/1380')
2017-09-01_16:49:10(('SUCCESS: Page', '"Bug 90920 - Enterprise manager upgrade fails due to cloned VBR servers" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '672/1380')
2017-09-01_16:49:11(('SUCCESS: Page', '"Bug 105063 - All the XDP relationships are considered as SnapMirror" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '673/1380')
2017-09-01_16:49:12(('SUCCESS: Page', '"Bug 73665 - Restore might fail if there are deprecated parameters" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '674/1380')
2017-09-01_16:49:13(('SUCCESS: Page', '"Bug 44363 - SQL log backup fails with "Query timeout expired" error" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '675/1380')
2017-09-01_16:49:14(('SUCCESS: Page', '"Bug 110708 - Random Device busy.. errors when storage integration is enabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '676/1380')
2017-09-01_16:49:15(('SUCCESS: Page', '"Bug 68341 - Tape job throws warning "I: The library has been manually turned offline and is unavailable for use"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '677/1380')
2017-09-01_16:49:16(('SUCCESS: Page', '"Bug 93424 - VESP restore throws Error: Invalid column name when the schema suffix is a string" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '678/1380')
2017-09-01_16:49:17(('SUCCESS: Page', '"Bug 96193 - loadBackupItemSignature fails if incremental backup of the item was not completed" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '679/1380')
2017-09-01_16:49:17(('SUCCESS: Page', '"Bug 51045 - Replica fails to boot after source VM disks are changed; NVRAM is not copied correctly" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '680/1380')
2017-09-01_16:49:19(('SUCCESS: Page', '"Bug 87751 - VMs are not visible in snapshots in NetApp SnapVault iSCSI LUN" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '681/1380')
2017-09-01_16:49:19(('SUCCESS: Page', '"Bug 65145 - Hyper-V replica files custom destination path is ignored" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '682/1380')
2017-09-01_16:49:20(('SUCCESS: Page', '"Bug 79715 - Backup copy creates two Weekly GFS VBK if the time of Weekly GFS matches the time of Copy Interval start" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '683/1380')
2017-09-01_16:49:21(('SUCCESS: Page', '"Bug 52508 - Unable to truncate Windows Internal Database SQL instances" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '684/1380')
2017-09-01_16:49:22(('SUCCESS: Page', '"Bug 69020 - No scale-out repository extents have sufficient disk space to store the backup file" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '685/1380')
2017-09-01_16:49:22(('SUCCESS: Page', '"Bug 99501 - Storage(s) with id(s) not found during transform" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '686/1380')
2017-09-01_16:49:23(('SUCCESS: Page', '"Bug 76288 - Under some circumstances we get Ipv6 for VM in SureBackup and we fail the job despite Ipv4 has alredy been detected" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '687/1380')
2017-09-01_16:49:23(('SUCCESS: Page', '"Bug 103524 - New registry values for Freeze/Unfreeze timeouts during Guest processing" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '688/1380')
2017-09-01_16:49:24(('SUCCESS: Page', '"Bug 101989 - Unable to find repository ID after cloud backups migration" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '689/1380')
2017-09-01_16:49:25(('SUCCESS: Page', '"Bug 94045 - Can not truncate logs if the account does not have interactive logon rights - deny log on locally" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '690/1380')
2017-09-01_16:49:25(('SUCCESS: Page', '"Bug 87757 - WAN accelerator tab is missing from GUI" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '691/1380')
2017-09-01_16:49:26(('SUCCESS: Page', '"Bug 41418 - SureBackup jobs or restore jobs are failing with "Esx host with bios uuid not found"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '692/1380')
2017-09-01_16:49:27(('SUCCESS: Page', '"Bug 94388 - Cloud VMs disappear from the quota if a tenant has several installations with the same credentials" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '693/1380')
2017-09-01_16:49:28(('SUCCESS: Page', '"Bug 40153 - physical host id can be removed from DB if proxy IP and OtherOS FLR appliance IP are the same" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '694/1380')
2017-09-01_16:49:28(('SUCCESS: Page', '"Bug 72627 - Testing credentials for vCloud Director VM\'s gives error "Username or password is incorrect"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '695/1380')
2017-09-01_16:49:29(('SUCCESS: Page', '"Bug 39527 - Backup of templates fails with "Cannot process VM, template processing is disabled" if "Backup VM templates" option is disabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '696/1380')
2017-09-01_16:49:31(('SUCCESS: Page', '"Bug 51416 - Cannot use monthly active fulls in the job to the DataDomain reporistotry" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '697/1380')
2017-09-01_16:49:31(('SUCCESS: Page', '"Bug 66826 - Restore from Btrfs volume fails with "Cannot find a mapping rule matching directory path"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '698/1380')
2017-09-01_16:49:32(('SUCCESS: Page', '"Bug 94096 - Improved speed and order within Linux FLR through EM" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '699/1380')
2017-09-01_16:49:33(('SUCCESS: Page', '"BUG 20721" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '700/1380')
2017-09-01_16:49:34(('SUCCESS: Page', '"Bug 68948 - "Arithmetic overflow error converting expression to data type int" warning in every job log" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '701/1380')
2017-09-01_16:49:34(('SUCCESS: Page', '"Bug 111934 - Can\'t remove backup repository from GUI if it was used by backup job with SQL log backup" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '702/1380')
2017-09-01_16:49:35(('SUCCESS: Page', '"Bug 67506 - We don\'t preserve "uid/guid" and "date modified" for the SYMLINKS" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '703/1380')
2017-09-01_16:49:36(('SUCCESS: Page', '"Bug 95232 - Compact Full is not running on schedule" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '704/1380')
2017-09-01_16:49:37(('SUCCESS: Page', '"Bug 80495 - VESP cannot match sites with corresponding databases, if dbs are located on mounted directories" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '705/1380')
2017-09-01_16:49:40(('SUCCESS: Page', '"Bug 76605 - Backup to HPE StoreOnce fails with "OSCLT ERR WRITE IN PLACE NOT SUPPORTED"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '706/1380')
2017-09-01_16:49:41(('SUCCESS: Page', '"Bugs fixed by 7.0.0.871" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '707/1380')
2017-09-01_16:49:42(('SUCCESS: Page', '"Bug 97207 - Stuck *.bak files in C:\\Windows\\Temp" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '708/1380')
2017-09-01_16:49:44(('SUCCESS: Page', '"Bug 90324 - Backup to tape job intermittently fails with "Storage Id was not found" error" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '709/1380')
2017-09-01_16:49:45(('SUCCESS: Page', '"Bug 59557 - Unbuffered access to a backup file" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '710/1380')
2017-09-01_16:49:46(('SUCCESS: Page', '"Bug 68971 - Tape job to standalone drive ejects media before retry session starts" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '711/1380')
2017-09-01_16:49:47(('SUCCESS: Page', '"Bug 48602 - Backup of Windows RDS Server with mounted user profiles disks fails.: Cannot add a volume to the snapshot set." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '712/1380')
2017-09-01_16:49:48(('SUCCESS: Page', '"Bug 44928 - Veeam is writing Synthetic full in the job session label even if job is doing ordinary merge" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '713/1380')
2017-09-01_16:49:49(('SUCCESS: Page', '"Bugs fixed by 8.0.0.2030" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '714/1380')
2017-09-01_16:49:50(('SUCCESS: Page', '"Bug 70834 - VEOR restore fails for the database with only 2 redo log groups - dropping log 2 would leave less than 2 log files for instance" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '715/1380')
2017-09-01_16:49:50(('SUCCESS: Page', '"Bug 96207 - Archived log bundle doesn\'t contain html report if job name contains double byte characters" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '716/1380')
2017-09-01_16:49:54(('SUCCESS: Page', '"Bug 42558 - Replication job hangs on loading disk signature due to digest agent\'s thread crash" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '717/1380')
2017-09-01_16:49:54(('SUCCESS: Page', '"Bug 75052 - Error when searching items in VEX by date : Incorrect date format. dateTime" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '718/1380')
2017-09-01_16:49:55(('SUCCESS: Page', '"Bug 82532 - Overlapped request is trying to start" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '719/1380')
2017-09-01_16:49:56(('SUCCESS: Page', '"Bug 43660 - WinFLR "restore keep" fails with "Win32 error:The system cannot find the path specified" if parent directory does not exist" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '720/1380')
2017-09-01_16:49:57(('SUCCESS: Page', '"Bug 56028 - Enable restore of thick disk in Eager zeroed" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '721/1380')
2017-09-01_16:49:58(('SUCCESS: Page', '"Bug 90097 - VSS backup of SQL VM fails with "No more data is available"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '722/1380')
2017-09-01_16:49:59(('SUCCESS: Page', '"Bug 49019 - Installer service crashes trying to enumerate files in folder because of folder permissions" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '723/1380')
2017-09-01_16:50:00(('SUCCESS: Page', '"Bug 77800 - GFS point creation fails with "The UPDATE statement conflicted with the FOREIGN KEY constraint "FK OIBs Storages""" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '724/1380')
2017-09-01_16:50:01(('SUCCESS: Page', '"Bug 40437 - During the Security scope rebuild EM could try to connect to the hosts which were removed from VBR console" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '725/1380')
2017-09-01_16:50:02(('SUCCESS: Page', '"Bug 59337 - Service Provider cannot add a certificate generated with Microsoft Software Key Storage Provider" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '726/1380')
2017-09-01_16:50:04(('SUCCESS: Page', '"Bug 64077 - Backup copy with WA hangs during data transmission" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '727/1380')
2017-09-01_16:50:05(('SUCCESS: Page', '"Bug 90522 - Some of customers could not find installation button in setup window" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '728/1380')
2017-09-01_16:50:05(('SUCCESS: Page', '"Bug 96516 - The system cannot find the path specified for xml or vmcx files when the agent is started on the wrong proxy" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '729/1380')
2017-09-01_16:50:08(('SUCCESS: Page', '"Bug 59480 - Guest Indexer crashes while parsing $secure metafile when domain name is less than 4 characters" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '730/1380')
2017-09-01_16:50:11(('SUCCESS: Page', '"Bug 91987 - Incorrect metadata sync method" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '731/1380')
2017-09-01_16:50:11(('SUCCESS: Page', '"Bug 53607 - Registry key "DisableAutoSnapshotConsolidation" doesn\'t work for snapshot hunter retries" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '732/1380')
2017-09-01_16:50:12(('SUCCESS: Page', '"Bug 105595 - oracle database restore fails if secondary destination for archive logs is not local" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '733/1380')
2017-09-01_16:50:13(('SUCCESS: Page', '"Bug 44886 - Backup job with indexing disabled shows warning "Failed to create indexer"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '734/1380')
2017-09-01_16:50:13(('SUCCESS: Page', '"Bug 90050 - Exchange logs are not being truncated when under SQL tab you have enabled option to NOT truncate SQL logs" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '735/1380')
2017-09-01_16:50:14(('SUCCESS: Page', '"Bug 75542 - Backup Copy result status is Success on tenant but Failed on SP side" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '736/1380')
2017-09-01_16:50:16(('SUCCESS: Page', '"Bug 68270 - SQL logs doesn\'t get removed from log shipping proxy VIX mode only" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '737/1380')
2017-09-01_16:50:19(('SUCCESS: Page', '"Bug 55712 - Very long indexing due to logging strings "Invalid ReparseTag = 0x00000010"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '738/1380')
2017-09-01_16:50:20(('SUCCESS: Page', '"Bug 53792 - VEX restore fails with "No data is available for encoding 40xx"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '739/1380')
2017-09-01_16:50:23(('SUCCESS: Page', '"Bug 78496 - Backup copy to Linux repository is failed with the error message: "File /BackupFolder/FullBackupFileName.vbk is locked"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '740/1380')
2017-09-01_16:50:26(('SUCCESS: Page', '"Bug 41082 - BackupCopy job "waiting for the next task" takes a long time before each VM is processed" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '741/1380')
2017-09-01_16:50:27(('SUCCESS: Page', '"Bug 100477 - Entire VM restore fails with the error "Object reference not set to an instance of an object"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '742/1380')
2017-09-01_16:50:27(('SUCCESS: Page', '"Bug 110751 - "Object reference not set to an instance of an object" when browsing SCVMM hierarchy" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '743/1380')
2017-09-01_16:50:28(('SUCCESS: Page', '"Bug 45353 - If excluded disk changes size, the replica removes restore points in all subsequent runs." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '744/1380')
2017-09-01_16:50:29(('SUCCESS: Page', '"Bug 43768 - Define NetApp interface Veeam Agent should connect to" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '745/1380')
2017-09-01_16:50:30(('SUCCESS: Page', '"Bug 95586 - Security scope doesn\'t show some objects if entire CSV is added to the backup job" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '746/1380')
2017-09-01_16:50:32(('SUCCESS: Page', '"Bug 87547 - sDRS settings are not returned to the original after the backup" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '747/1380')
2017-09-01_16:50:32(('SUCCESS: Page', '"Bug 85541 - vApp tasks in backup job running to SOBR fail with "There is not enough space on disk"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '748/1380')
2017-09-01_16:50:34(('SUCCESS: Page', '"Bug 92926 - SQL log backup job processes only first task in the list if parallel processing option is disabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '749/1380')
2017-09-01_16:50:36(('SUCCESS: Page', '"Bug 43315 - Job completes with warning because cannot detect SnapVault relationship - blanklist" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '750/1380')
2017-09-01_16:50:37(('SUCCESS: Page', '"Bug 108569 - VeeamZip may remove backups earlier than specified in retention" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '751/1380')
2017-09-01_16:50:38(('SUCCESS: Page', '"Bug 46772 - Deleting tenant via REST API will fail if there are working sessions for other tenants" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '752/1380')
2017-09-01_16:50:38(('SUCCESS: Page', '"Bug 66896 - Thin disk will be restored as thick when using "same as source" option" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '753/1380')
2017-09-01_16:50:39(('SUCCESS: Page', '"Bug 74408 - Get-VBRCloudTenant error: Sequence contains more than one matching element" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '754/1380')
2017-09-01_16:50:40(('SUCCESS: Page', '"Bug 80901 - Proxy will use SAN mode for all datastores, if you choose connected datastores manually in proxy settings" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '755/1380')
2017-09-01_16:50:41(('SUCCESS: Page', '"Bug 82632 - Replica snapshot removal ignores MaxConcurrentDeletingSnapshots registry value when Storage Latency Control is enabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '756/1380')
2017-09-01_16:50:41(('SUCCESS: Page', '"Bug 74924 - VEOR hangs indefinitely during restore" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '757/1380')
2017-09-01_16:50:45(('SUCCESS: Page', '"Bug 45614 - Tape job fails with CompileFIB Bad Allocation because we start 32bit Repository Agent and it hits the virtual memory limit" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '758/1380')
2017-09-01_16:50:47(('SUCCESS: Page', '"Bug 94134 - Tape job will fail if tape server does not have access to repository using gateway" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '759/1380')
2017-09-01_16:50:50(('SUCCESS: Page', '"Bug 40828 - Full file copied multiple times by BackupToTape job" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '760/1380')
2017-09-01_16:50:51(('SUCCESS: Page', '"Bug 68653 - Backup to tape job hangs on "Locking tape drive"." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '761/1380')
2017-09-01_16:50:53(('SUCCESS: Page', '"Bug 43284 - Permissions of folder being overwritten when restoring single files to original location via WinFLR" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '762/1380')
2017-09-01_16:50:54(('SUCCESS: Page', '"Bug 94957 - Restore from tapes to DD fails with Script execution timed out after 30 mins" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '763/1380')
2017-09-01_16:50:54(('SUCCESS: Page', '"Bug 64418 - When restoring folder with overwrite (VIX mode only), files inside the folder are restored with RESTORED prefix" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '764/1380')
2017-09-01_16:50:55(('SUCCESS: Page', '"Bug itemName" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '765/1380')
2017-09-01_16:50:57(('SUCCESS: Page', '"Bug 40526 - File Copy job fails with "Access denied" on the second and next run when trying to copy hidden and system files" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '766/1380')
2017-09-01_16:50:58(('SUCCESS: Page', '"Bug 83655 - Traffic throttling doesn\'t work in QM" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '767/1380')
2017-09-01_16:50:59(('SUCCESS: Page', '"Bug 84006 - After upgrade to 3.2.2 MU3 we cannot log into storage anymore" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '768/1380')
2017-09-01_16:51:00(('SUCCESS: Page', '"Bug 40493 - Job fails with Error: Failed to parse "İ0:0.ctkEnabled" if locale=TR (Turkey)" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '769/1380')
2017-09-01_16:51:02(('SUCCESS: Page', '"Bug 38623 - Jobs are running slower after upgrade to v8 due to abnormal amount of Stg.IsObjectExist commands from target agent" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '770/1380')
2017-09-01_16:51:03(('SUCCESS: Page', '"Bug 105824 - The directory name is invalid OR boost::filesystem::remove: The directory is not empty" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '771/1380')
2017-09-01_16:51:03(('SUCCESS: Page', '"Bug 94152 - Automatic mount of Exchange databases might not work from Storage Snapshots automatically" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '772/1380')
2017-09-01_16:51:05(('SUCCESS: Page', '"Bug 72665 - Job going to SOBR fails trying to save VBM/ERM" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '773/1380')
2017-09-01_16:51:06(('SUCCESS: Page', '"Bug 69480 - Backup-to-Tape job adds incomplete restore point created by Backup Copy job to the Synthetic Full." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '774/1380')
2017-09-01_16:51:07(('SUCCESS: Page', '"Bug 90978 - Enterprise manager database replication error after update to 9.5 Interrupting collect session. Column name \'unique id\' does not exist in the target table or view" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '775/1380')
2017-09-01_16:51:08(('SUCCESS: Page', '"Bug 81922 - VEOR goes into infinite loop when trying to drop a log group" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '776/1380')
2017-09-01_16:51:09(('SUCCESS: Page', '"Bug 42879 - Job completes with warning because cannot detect SnapVault relationship - qtree NFS export" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '777/1380')
2017-09-01_16:51:11(('SUCCESS: Page', '"Bug 68809 - E-mail notification report is send too early for the SureBackup job in Hyper-V" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '778/1380')
2017-09-01_16:51:12(('SUCCESS: Page', '"Bug 46096 - GUI becomes irrepsonsive during the attempt to change job settings" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '779/1380')
2017-09-01_16:51:12(('SUCCESS: Page', '"Bugs fixed by v9.0" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '780/1380')
2017-09-01_16:51:13(('SUCCESS: Page', '"Bug 66592 - Set-VBRBackupRepository returns Object reference not set to an instance of an object" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '781/1380')
2017-09-01_16:51:14(('SUCCESS: Page', '"Bugs fixed by 8.0.0.917" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '782/1380')
2017-09-01_16:51:16(('SUCCESS: Page', '"Bug 99001 - vCD restore to another location may fail if target datastore is different from original" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '783/1380')
2017-09-01_16:51:17(('SUCCESS: Page', '"Bug 41960 - File creation date is reported as modification date in EM. This behavior could be seen only with vSphere and Guest Processing enabled." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '784/1380')
2017-09-01_16:51:17(('SUCCESS: Page', '"Bug 67934 - Under some circumstances the values of lookup columns can\'t be restored" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '785/1380')
2017-09-01_16:51:18(('SUCCESS: Page', '"Bug 42028 - Oracle databases are excluded from VSS processing if VM is not a member of a domain" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '786/1380')
2017-09-01_16:51:19(('SUCCESS: Page', '"Bug 39744 - Item restore fails with "No writable domain found" error" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '787/1380')
2017-09-01_16:51:20(('SUCCESS: Page', '"Bug 68230 - Renci SSH fails to authenticate using public key" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '788/1380')
2017-09-01_16:51:21(('SUCCESS: Page', '"Bug 102171 - VeeamHvWmiProxy.exe Event ID 4625, Audit Failure on HV hosts" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '789/1380')
2017-09-01_16:51:23(('SUCCESS: Page', '"Bug 60443 - sql "discovery" query the multi-part identifier "databases.database id" could not be bound" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '790/1380')
2017-09-01_16:51:23(('SUCCESS: Page', '"Bug 104905 - Retention removes restore points that should be kept" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '791/1380')
2017-09-01_16:51:24(('SUCCESS: Page', '"Bug 104856 - VM duplicates when searching VM at the File\'s tab of Enterprise Manager" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '792/1380')
2017-09-01_16:51:25(('SUCCESS: Page', '"Bug 70855 - Backup copy merge fails with "There is an item with the specified name and another type" if previous session failed on specific step" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '793/1380')
2017-09-01_16:51:27(('SUCCESS: Page', '"Bug 42267 - SSH fingerprint check fails if "Use FIPS compliant algorithms for encryption, hashing, and signing." security policy is enabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '794/1380')
2017-09-01_16:51:28(('SUCCESS: Page', '"Bug 68124 - GFS tape job failed to detect backup files to copy to tape or Unable to determine whether to run the GFS tape backup job" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '795/1380')
